tta_0,d_0,a_values,a_duration,is_gap_accepted,RT_go,RT_stay,subj_id
6.0,70.0,"(0.0, -4, -4, 0.0)",1.0,0.7629470716620955,1.3432668680460667,0.9437036514004777,all
6.0,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.5709931157422026,0.7490628874562741,1.8212258311512979,all
6.0,80.0,"(0.0, 4, 4, 0.0)",1.0,0.47584069738932827,0.6713754140620886,1.5829935513034632,all
6.0,80.0,"(0.0, 4, -4, 0.0)",1.0,0.48178963882633896,0.6851633727627795,1.6430687613578503,all
6.0,80.0,"(0.0, -4, 4, 0.0)",1.0,0.7304350331952196,0.82692344088957,2.031326836430241,all
6.0,80.0,"(0.0, -4, -4, 0.0)",1.0,0.8665569466806923,1.0454713616771694,1.1821960922602155,all
6.0,90.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.7750946142208421,0.6906545630317054,2.142924142530474,all
6.0,90.0,"(0.0, 4, 4, 0.0)",1.0,0.7025574346034608,0.6450782876118869,1.8653121385053522,all
6.0,90.0,"(0.0, 4, -4, 0.0)",1.0,0.7111190612729802,0.6596882170330537,1.971252303454193,all
6.0,90.0,"(0.0, -4, 4, 0.0)",1.0,0.8478259678305393,0.7070574631315478,2.2670987279012316,all
6.0,90.0,"(0.0, -4, -4, 0.0)",1.0,0.8865609401002762,0.7701876066352611,1.41274539567488,all
